ABS,Adjustable_Seat,Bore,Cam_Type,Carburettor,Charging_Method,Clutch_Type,Colour,Compression_Ratio,Cooling,Country_of_Origin,Cylinders,Drive_Type,Dry_Weight,Engine_Config,Engine_Description,Engine_Type,Engine_Voltage,Exhaust_Config,First_Seen,Frame_Material,Front_Brake_Caliper(s),Front_Brake_Description,Front_Brake_Diameter,Front_Suspension,Front_Suspension_Travel,Fuel_Tank_Capacity,Gear_Change_Method,Gear_Number,Gear_Type,Ground_Clearance,Height,Ignition,Kilometers,Last_Modified,Last_Seen,Learner_Approved,Length,Linked_Braking_System,Make,Maximum_Power,Maximum_Power_RPM,Maximum_Torque,Maximum_Torque_RPM,Model,Network_ID,Postcode,Price,Rake_(Caster_Angle),Rear_Brake_Caliper(s),Rear_Brake_Description,Rear_Brake_Diameter,Rear_Suspension,Rear_Suspension_Travel,Recommended_RON,Registration_Expiry,Seat_Height,Seating_Capacity,Seating_Position,Side_Stand,Side_Stand_Start_Inhibitor,Starter,State,Stroke,Suburb,Swingarm_Type,Throttle_Bore,Traction_Control,Trail,URL,Valves_Per_Cylinder,Warranty_in_Months_from_First_Registration,Wet_Operational_Weight,Wheel_Type,Wheelbase,Width,Release_Year,Seller
No,,81.0,DOHC (Double Over Head Cam),,Alternator & Regulator-Rectifier,Wet multi-plate hydraulic clutch,blue,11.0,Liquid,JAPAN,4.0,Chain,215.0,Inline,1300.0,Piston,12.0,4 into 2,2019-08-17,lightweight aluminium,Six Piston,twin floating discs,320.0,"Inverted telescopic, coil sprung, oil damped, spring preload fully adjustable rebound damping force 14-way adjustable compression damping force 13-way adjustable",,,Left foot lever,6.0,Manual,,,CDI (Capacitive Discharge Ignition),13200.0,,2019-08-17,No,,,Suzuki,129.0,9800.0,150.0,7000.0,Hayabusa,OAG-AD-17471817,0.0,7490,24.0,Four Piston,single disc,240.0,"Link type, coil spring, gas/oil damped, spring preload fully adjustable force 22-way adjustable, compression damping force 22-way adjustable",,95.0,01/11/2019,,2.0,Forward,Standard,,Electric,QLD,63.0,none,Dual Sided,46.0,,97.0,https://www.bikesales.com.au/bikes/details/2006-suzuki-hayabusa-gsx1300r/OAG-AD-17471817/?Cr=12,4.0,24,,Cast aluminium alloy,,,2006,Dealer
No,,81.0,DOHC (Double Over Head Cam),EFI - Electronic Fuel Injection,Alternator & Regulator-Rectifier,"Wet, Multi-disc",white,12.0,Liquid,JAPAN,4.0,#530 Chain,220.0,Inline,1300.0,Piston,12.0,4 into 2,2019-08-17,Twin-spar (aluminum-alloy),Four Piston,Twin disc; Radial mounted calipers; Hydraulic,310.0,"Inverted telescopic, fork; Adjustable spring preload, rebound & compression damping",,21.0,Left foot lever,6.0,Manual,120.0,1170.0,Digital Electronic,23215.0,,2019-08-17,No,2195.0,,Suzuki,129.0,9800.0,150.0,7000.0,Hayabusa,OAG-AD-17509866,0.0,8995,24.0,Single Piston,Single disc; Hydraulic,260.0,"Link type, coil spring, oil damped shock absorber; Adjustable spring preload, rebound & compression damping",,95.0,01/01/1970,805.0,2.0,Forward,Standard,,Electric,VIC,65.0,none,Dual Sided,46.0,,97.0,https://www.bikesales.com.au/bikes/details/2008-suzuki-hayabusa-gsx1300r/OAG-AD-17509866/?Cr=21,4.0,24,,3-spoke; Cast aluminium,1485.0,740.0,2008,Dealer
No,,81.0,DOHC (Double Over Head Cam),"Suzuki Dual Throttle Valve (SDTV) fuel injection, Dual injectors",Engine,"Wet, Multi Plate, Back torque limiting",black,12.0,Liquid,JAPAN,4.0,#530 Chain,234.0,Inline,1300.0,Piston,12.0,4 into 2,2019-08-17,Aluminium alloy,Four Piston,"Twin discs, Radial mount callipers; Hydraulic",310.0,"Inverted telescopic, coil spring, fork; Spring preload fully adjustable",,21.0,Left foot lever,6.0,Manual,120.0,1165.0,Digital Electronic,20566.0,2019-08-14,2019-09-08,No,2190.0,No,Suzuki,129.0,9800.0,150.0,7000.0,Hayabusa,SSE-AD-6246670,5251.0,10750,24.0,Single Piston,Single disc; Hydraulic,260.0,"Link type, coil spring, oil damped shock absorber",,95.0,01/10/2019,805.0,2.0,Forward,Standard,,Electric,SA,65.0,Mount barker,Dual Sided,46.0,,97.0,https://www.bikesales.com.au/bikes/details/2012-suzuki-hayabusa-gsx1300r/SSE-AD-6246670/?Cr=33,4.0,24,260.0,Black; 3-spoke,1480.0,735.0,2012,Private
No,,81.0,DOHC (Double Over Head Cam),Suzuki Dual Throttle Valve (SDTV) fuel injection,Engine,"Wet, Multi Plate, Back torque limiting",black,12.0,Liquid,JAPAN,4.0,#530 Chain,234.0,Inline,1300.0,Piston,12.0,4 into 2,2019-08-17,Twin-spar (aluminum-alloy),Four Piston,"Twin Discs, Radial mount callipers",310.0,"Inverted telescopic, coil spring, fork; Spring preload fully adjustable",,21.0,Left foot lever,6.0,Manual,120.0,1165.0,Digital Electronic,11451.0,,2019-09-08,No,2190.0,,Suzuki,129.0,9800.0,150.0,7000.0,Hayabusa,OAG-AD-17504753,0.0,11490,24.0,Single Piston,Single disc; Hydraulic,260.0,"Link type, coil spring, oil damped shock absorber",,95.0,01/01/1970,805.0,2.0,Forward,Standard,,Electric,QLD,65.0,none,Dual Sided,46.0,,97.0,https://www.bikesales.com.au/bikes/details/2011-suzuki-hayabusa-gsx1300r-my12/OAG-AD-17504753/?Cr=36,4.0,24,260.0,Black; 3-spoke,1480.0,735.0,2011,Dealer
Standard,,81.0,DOHC (Double Over Head Cam),"SDTV EFI - Suzuki Dual Throttle Valve fuel injection, 12-hole injectors",Alternator & Regulator-Rectifier,"Wet, Multi-disc, SCAS (Suzuki Clutch Assist Sustem) Back torque limiting (Slipper)",black,12.0,Liquid & Fan,JAPAN,4.0,#530 Chain,,Inline,1300.0,Piston,12.0,4 into 2,2019-08-17,Aluminium alloy,Four Piston,"Twin floating discs, Brembo monobloc radial mount calipers; Hydraulic; ABS",310.0,"43mm KYB Upside down/Inverted cartridge fork; Fully adjustable spring preload, compression & rebound damping; DLC",120.0,21.0,Left foot lever,6.0,Manual,120.0,1165.0,Electronic,25278.0,,2019-09-08,No,2190.0,No,Suzuki,129.0,9800.0,150.0,7000.0,Hayabusa,OAG-AD-17523331,0.0,11990,24.0,Single Piston,Single disc; Tokiko caliper; Hydraulic; ABS,260.0,"KYB shock absorber; Adjustable compression, rebound & preload",,95.0,01/09/2019,805.0,2.0,Forward,Standard,Standard,Electric,QLD,65.0,none,Dual Sided,44.0,No,97.0,https://www.bikesales.com.au/bikes/details/2016-suzuki-hayabusa-gsx1300r/OAG-AD-17523331/?Cr=37,4.0,24,266.0,Black; 3-spoke,1480.0,735.0,2016,Dealer
No,,81.0,DOHC (Double Over Head Cam),EFI - Electronic Fuel Injection,Engine,"Wet, Multi-disc",none,12.0,Liquid,JAPAN,4.0,#530 Chain,220.0,Inline,1300.0,Piston,12.0,4 into 2,2019-08-17,Twin-spar (aluminum-alloy),Four Piston,Twin disc; Radial mounted calipers; Hydraulic,310.0,"Inverted telescopic, fork; Adjustable spring preload, rebound & compression damping",,21.0,Left foot lever,6.0,Manual,120.0,1170.0,Digital Electronic,20747.0,,2019-09-08,No,2195.0,,Suzuki,129.0,9800.0,150.0,7000.0,Hayabusa,OAG-AD-17534389,0.0,11990,24.0,Single Piston,Single disc; Hydraulic,260.0,"Link type, coil spring, oil damped shock absorber; Adjustable spring preload, rebound & compression damping",,91.0,01/09/2019,805.0,2.0,Forward,Standard,,Electric,ACT,65.0,none,Dual Sided,46.0,,97.0,https://www.bikesales.com.au/bikes/details/2010-suzuki-hayabusa-gsx1300r/OAG-AD-17534389/?Cr=38,4.0,24,,3-spoke; Cast aluminium,1485.0,740.0,2010,Dealer
Standard,,81.0,DOHC (Double Over Head Cam),"SDTV EFI - Suzuki Dual Throttle Valve fuel injection, 12-hole injectors",Alternator & Regulator-Rectifier,"Wet, Multi-disc, SCAS (Suzuki Clutch Assist Sustem) Back torque limiting (Slipper)",black,12.0,Liquid & Fan,JAPAN,4.0,#530 Chain,,Inline,1300.0,Piston,12.0,4 into 2,2019-08-17,Aluminium alloy,Four Piston,"Twin floating discs, Brembo monobloc radial mount calipers; Hydraulic; ABS",310.0,"43mm KYB Upside down/Inverted cartridge fork; Fully adjustable spring preload, compression & rebound damping; DLC",120.0,21.0,Left foot lever,6.0,Manual,120.0,1165.0,Electronic,14748.0,,2019-09-08,No,2190.0,No,Suzuki,129.0,9800.0,150.0,7000.0,Hayabusa,OAG-AD-17520962,0.0,14290,24.0,Single Piston,Single disc; Tokiko caliper; Hydraulic; ABS,260.0,"KYB shock absorber; Adjustable compression, rebound & preload",,95.0,01/01/1970,805.0,2.0,Forward,Standard,Standard,Electric,NSW,65.0,none,Dual Sided,44.0,No,97.0,https://www.bikesales.com.au/bikes/details/2015-suzuki-hayabusa-gsx1300r-my16/OAG-AD-17520962/?Cr=44,4.0,24,266.0,Black; 3-spoke,1480.0,735.0,2015,Dealer
Standard,,81.0,DOHC (Double Over Head Cam),"SDTV EFI - Suzuki Dual Throttle Valve fuel injection, 12-hole injectors",Alternator & Regulator-Rectifier,"Wet, Multi-disc, SCAS (Suzuki Clutch Assist Sustem) Back torque limiting (Slipper)",black,12.0,Liquid & Fan,JAPAN,4.0,#530 Chain,,Inline,1300.0,Piston,12.0,4 into 2,2019-08-17,Aluminium alloy,Four Piston,"Twin floating discs, Brembo monobloc radial mount calipers; Hydraulic; ABS",310.0,"43mm KYB Upside down/Inverted cartridge fork; Fully adjustable spring preload, compression & rebound damping; DLC",120.0,21.0,Left foot lever,6.0,Manual,120.0,1165.0,Electronic,,,2019-09-08,No,2190.0,No,Suzuki,145.0,9500.0,170.0,8000.0,Hayabusa,OAG-AD-17485287,0.0,17990,24.0,Single Piston,Single disc; Tokiko caliper; Hydraulic; ABS,260.0,"Link-type KYB shock absorber; Adjustable compression, rebound & spring preload",,95.0,01/01/1970,805.0,2.0,Forward,Standard,Standard,Electric,NSW,65.0,none,Dual Sided,44.0,No,97.0,https://www.bikesales.com.au/bikes/details/2018-suzuki-hayabusa-gsx1300r/OAG-AD-17485287/?Cr=52,4.0,24,266.0,Black or White rims; 3-spoke,1480.0,735.0,2018,Dealer
No,,77.0,DOHC (Double Over Head Cam),EFI - Electronic Fuel Injection; Dual valve,Engine,Multi-disc,yellow,12.0,Liquid & Oil,JAPAN,4.0,#530 O-Ring Chain,,Inline,1000.0,Piston,12.0,,2019-08-17,,,Twin disc; Radial mount calipers; Hydraulic,320.0,"43mm KYB inverted telescopic fork , Fully adjustable",120.0,18.0,Left foot lever,6.0,Manual,135.0,1105.0,Digital,10566.0,2019-08-17,2019-09-08,No,2085.0,No,Yamaha,,,,,R1,SSE-AD-6249950,2135.0,10888,,,Single disc; Hydraulic,20.0,Single linkage mount piggy-back shock absorber; Fully adjustable,130.0,95.0,01/01/2020,835.0,2.0,Forward,Standard,,Electric,NSW,53.6,Strathfield,Dual Sided,45.0,No,,https://www.bikesales.com.au/bikes/details/2006-yamaha-yzf-r1-anniversary/SSE-AD-6249950/?Cr=60,5.0,0,,"Black/Yellow rim tape, 5-spoke",1415.0,720.0,2006,Private
,No,79.0,DOHC (Double Over Head Cam),DFI - Digital Fuel Injection; YCC-T (Yamaha Chip controlled throttle); YCC-I; 12-hole main injectors,Engine,"Wet, Multi-disc; Assist & Slipper",blue,13.0,Liquid,JAPAN,4.0,#530 Chain,,Inline,1000.0,Piston,12.0,4 into 1,2019-08-17,Aluminium,Four Piston,"Twin disc, Hydraulic",310.0,"43mm KYB inverted telescopic fork , Fully adjustable",120.0,17.0,Left foot lever,6.0,Manual,130.0,1150.0,Digital,6522.0,,2019-09-08,No,2055.0,No,Yamaha,,,,,R1,OAG-AD-17520713,0.0,17995,,Single Piston,"Single disc, Hydraulic",220.0,Single KYB shock absorber,120.0,95.0,01/11/2019,855.0,2.0,Forward,Standard,Standard,Electric,QLD,50.9,none,Dual Sided,,Standard,,https://www.bikesales.com.au/bikes/details/2016-yamaha-yzf-r1/OAG-AD-17520713/?Cr=101,4.0,24,199.0,Black; Multi-spoke,1405.0,690.0,2016,Dealer
No,,57.0,SOHC (Single Over Head Cam),EFI - Electronic Fuel Injection,Engine,,blue,10.0,Liquid,INDIA,1.0,Chain,,Vertical,150.0,Electric,12.0,1 into 1,2019-08-17,Steel deltabox,Double Piston,Single disc,,Telescopic fork,,12.0,Left foot lever,6.0,Manual,160.0,1070.0,,13700.0,2019-08-15,2019-09-08,Yes,1995.0,,Yamaha,13.0,,20.0,,R15,SSE-AD-6247368,3006.0,2500,,,Single disc,,Linked monocross,,95.0,01/10/2019,790.0,2.0,Forward,Yes,,Electric,VIC,58.7,Southbank,Dual Sided,,No,,https://www.bikesales.com.au/bikes/details/2012-yamaha-yzf-r15/SSE-AD-6247368/?Cr=9,4.0,24,131.0,"Black, 5-spoke,",1290.0,670.0,2012,Private
Standard,No,68.0,DOHC (Double Over Head Cam),EFI - Electronic Fuel Injection,Engine,Multi-disc,blue,11.0,Liquid,INDONESIA,2.0,Chain,,Parallel,300.0,Piston,12.0,2 into 1,2019-08-17,Steel,Double Piston,Single floating disc; Hydraulic; ABS,298.0,41mm KYB Telescopic fork,130.0,14.0,Left foot lever,6.0,Manual,160.0,1135.0,,5200.0,2019-08-13,2019-09-08,Yes,2090.0,No,Yamaha,31.0,10750.0,30.0,9000.0,R3,SSE-AD-6243897,2163.0,4900,,Single Piston,Single disc; Hydraulic; ABS,220.0,KYB Monoshock; Adjustable preload,125.0,95.0,01/02/2020,780.0,2.0,Forward,Standard,,Electric,NSW,44.1,Villawood,Dual Sided,,No,,https://www.bikesales.com.au/bikes/details/2015-yamaha-yzf-r3/SSE-AD-6243897/?Cr=26,4.0,24,169.0,Black or Blue rims; Colour coded rim pinstripe; 10-spoke,1380.0,720.0,2015,Private
Standard,No,68.0,DOHC (Double Over Head Cam),EFI - Electronic Fuel Injection,Engine,Multi-disc,blue,11.0,Liquid,INDONESIA,2.0,Chain,,Parallel,300.0,Piston,12.0,2 into 1,2019-08-17,Steel,Double Piston,Single floating disc; Hydraulic; ABS,298.0,41mm KYB Telescopic fork,130.0,14.0,Left foot lever,6.0,Manual,160.0,1135.0,,4500.0,2019-08-13,2019-09-08,Yes,2090.0,No,Yamaha,31.0,10750.0,30.0,9000.0,R3,SSE-AD-6244008,2747.0,4999,,Single Piston,Single disc; Hydraulic; ABS,220.0,KYB Monoshock; Adjustable preload,125.0,95.0,01/03/2020,780.0,2.0,Forward,Standard,,Electric,NSW,44.1,Llandilo,Dual Sided,,No,,https://www.bikesales.com.au/bikes/details/2016-yamaha-yzf-r3/SSE-AD-6244008/?Cr=36,4.0,24,169.0,Black or Blue rims; Colour coded rim pinstripe; 10-spoke,1380.0,720.0,2016,Private
Standard,No,68.0,DOHC (Double Over Head Cam),EFI - Electronic Fuel Injection,Engine,Multi-disc,grey,11.0,Liquid,INDONESIA,2.0,Chain,,Parallel,300.0,Piston,12.0,2 into 1,2019-08-17,Steel,Double Piston,Single floating disc; Hydraulic; ABS,298.0,41mm KYB Telescopic fork,130.0,14.0,Left foot lever,6.0,Manual,160.0,1135.0,,656.0,,2019-08-26,Yes,2090.0,No,Yamaha,31.0,10750.0,30.0,9000.0,R3,OAG-AD-17532625,0.0,5290,,Single Piston,Single disc; Hydraulic; ABS,220.0,KYB Monoshock; Adjustable preload,125.0,95.0,01/01/1970,780.0,2.0,Forward,Standard,,Electric,QLD,44.1,none,Dual Sided,,No,,https://www.bikesales.com.au/bikes/details/2015-yamaha-yzf-r3/OAG-AD-17532625/?Cr=43,4.0,24,169.0,Black or Blue rims; Colour coded rim pinstripe; 10-spoke,1380.0,720.0,2015,Dealer
Standard,No,68.0,DOHC (Double Over Head Cam),EFI - Electronic Fuel Injection,Alternator & Regulator-Rectifier,Multi-disc,blue,11.0,Liquid,INDONESIA,2.0,Chain,,Parallel,300.0,Piston,12.0,2 into 1,2019-08-17,Steel,Double Piston,Single floating disc; Hydraulic; ABS,298.0,41mm KYB Conventional telescopic fork; Seal/Leg protectors,130.0,14.0,Left foot lever,6.0,Manual,160.0,1135.0,,100.0,,2019-08-17,Yes,2090.0,No,Yamaha,30.9,10750.0,30.0,9000.0,R3,OAG-AD-17527898,0.0,5490,,Single Piston,Single disc; Hydraulic; ABS,220.0,KYB Monoshock; Adjustable preload,125.0,95.0,01/01/1970,780.0,2.0,Forward,Standard,,Electric,VIC,44.1,none,Dual Sided,,No,,https://www.bikesales.com.au/bikes/details/2019-yamaha-yzf-r3-my18/OAG-AD-17527898/?Cr=45,4.0,0,169.0,Black or Blue rims; Colour coded rim pinstripe; 10-spoke; Cast aluminium,1380.0,720.0,2019,Dealer
Standard,No,68.0,DOHC (Double Over Head Cam),EFI - Electronic Fuel Injection,Alternator & Regulator-Rectifier,Multi-disc,blue,11.0,Liquid,INDONESIA,2.0,Chain,,Parallel,300.0,Piston,12.0,2 into 1,2019-08-17,High Tensile Steel Tube,Double Piston,Single floating disc; Hydraulic; ABS,298.0,37mm KYB (USD) inverted telescopic fork,130.0,14.0,Left foot lever,6.0,Manual,160.0,1140.0,,240.0,,2019-08-25,Yes,2090.0,No,Yamaha,,,,,R3,OAG-AD-17526237,0.0,6887,,Single Piston,Single disc; Hydraulic; ABS,220.0,KYB Monoshock; Adjustable preload,125.0,95.0,01/05/2020,780.0,2.0,Forward,Standard,,Electric,NSW,44.1,none,Dual Sided,,No,,https://www.bikesales.com.au/bikes/details/2019-yamaha-yzf-r3/OAG-AD-17526237/?Cr=59,4.0,0,167.0,Black or Blue rims; Colour coded rim pinstripe; 10-spoke; Cast aluminium,1380.0,790.0,2019,Dealer
Standard,No,68.0,DOHC (Double Over Head Cam),EFI - Electronic Fuel Injection,Alternator & Regulator-Rectifier,Multi-disc,blue,11.0,Liquid,INDONESIA,2.0,Chain,,Parallel,300.0,Piston,12.0,2 into 1,2019-08-17,Steel,Double Piston,Single floating disc; Hydraulic; ABS,298.0,41mm KYB Conventional telescopic fork; Seal/Leg protectors,130.0,14.0,Left foot lever,6.0,Manual,160.0,1135.0,,,,2019-09-08,Yes,2090.0,No,Yamaha,30.9,10750.0,30.0,9000.0,R3,OAG-AD-17411636,0.0,7290,,Single Piston,Single disc; Hydraulic; ABS,220.0,KYB Monoshock; Adjustable preload,125.0,95.0,01/04/2020,780.0,2.0,Forward,Standard,,Electric,NSW,44.1,none,Dual Sided,,No,,https://www.bikesales.com.au/bikes/details/2019-yamaha-yzf-r3-my18/OAG-AD-17411636/?Cr=61,4.0,0,169.0,Black or Blue rims; Colour coded rim pinstripe; 10-spoke; Cast aluminium,1380.0,720.0,2019,Dealer
No,,97.0,DOHC (Double Over Head Cam),EFI - Electronic Fuel Injection,Engine,"Wet, Multi-disc",black,11.0,Liquid,ITALY,2.0,Chain,185.0,V-Twin,1000.0,Piston,12.0,,2019-08-25,Aluminium alloy,,Twin stainless steel discs; Brembo radial calipers; Hydraulic,,43mm Ohlins upside down fork; TiN coated,120.0,18.0,Left foot lever,6.0,Manual,,,Digital Electronic,17700.0,2019-08-18,2019-08-30,No,,No,Aprilia,105.24,,110.0,,RSV_1000R_,SSE-AD-6249836,4502.0,13800,,,Single stainless steel disc; Brembo caliper; Hydraulic,220.0,Ohlins monoshock; Adjustable,,95.0,01/01/1970,810.0,2.0,Forward,Standard,,Electric,QLD,67.5,Petrie,Dual Sided,57.0,,,https://www.bikesales.com.au/bikes/details/2007-aprilia-rsv-1000r-factory/SSE-AD-6249836/?Cr=0,4.0,0,,Multi-spoke; Forged aluminium,1418.0,,2007,Private
Standard,,101.0,,EIPI - Electronic Intake Pipe Injection,Engine,Dry; Single plate; Hydraulic,white,12.0,Air & Oil,GERMANY,2.0,Shaft,,Flat Twin/Boxer,1170.0,Piston,12.0,2 into 1,2019-08-25,,Four Piston,Twin disc; Brembo calipers; Hydraulic; BMW Motorrad ABS,320.0,43mm Telescopic fork,125.0,17.0,Left foot lever,6.0,Manual,,1105.0,,220.0,,2019-09-08,No,2105.0,No,BMW,81.0,7750.0,120.0,6000.0,R_nine_T_Racer,OAG-AD-17486388,0.0,15990,,Double Piston,Single disc; Floating caliper; Hydraulic; BMW Motorrad ABS,265.0,Swingarm; BMW Motorrad Paralever; central spring strut; Adjustable spring preload & rebound damping,120.0,95.0,01/01/2020,805.0,1.0,Forward,Standard,,Electric,WA,73.0,none,Single Sided Incorporating Drive Shaft,,,103.9,https://www.bikesales.com.au/bikes/details/2017-bmw-r-nine-t-racer-my18/OAG-AD-17486388/?Cr=4,4.0,0,220.0,Black; 5-spoke; Cast aluminium,1491.0,,2017,Dealer
Standard,,101.0,,EIPI - Electronic Intake Pipe Injection,Engine,Dry; Single plate; Hydraulic,white,12.0,Air & Oil,GERMANY,2.0,Shaft,,Flat Twin/Boxer,1170.0,Piston,12.0,2 into 1,2019-08-25,,Four Piston,Twin disc; Brembo calipers; Hydraulic; BMW Motorrad ABS,320.0,43mm Telescopic fork,125.0,17.0,Left foot lever,6.0,Manual,,1105.0,,,,2019-09-08,No,2105.0,No,BMW,81.0,7750.0,120.0,6000.0,R_nine_T_Racer,OAG-AD-17551778,0.0,17577,,Double Piston,Single disc; Floating caliper; Hydraulic; BMW Motorrad ABS,265.0,Swingarm; BMW Motorrad Paralever; central spring strut; Adjustable spring preload & rebound damping,120.0,95.0,01/01/1970,805.0,1.0,Forward,Standard,,Electric,QLD,73.0,none,Single Sided Incorporating Drive Shaft,,,103.9,https://www.bikesales.com.au/bikes/details/2017-bmw-r-nine-t-racer-my18/OAG-AD-17551778/?Cr=7,4.0,0,220.0,Black; 5-spoke; Cast aluminium,1491.0,,2017,Dealer
Standard,,101.0,,EIPI - Electronic Intake Pipe Injection,Engine,Dry; Single plate; Hydraulic,none,12.0,Air & Oil,GERMANY,2.0,Shaft,,Flat Twin/Boxer,1170.0,Piston,12.0,2 into 1,2019-08-25,,Four Piston,Twin disc; Brembo calipers; Hydraulic; BMW Motorrad ABS,320.0,43mm Telescopic fork,125.0,17.0,Left foot lever,6.0,Manual,,1105.0,,999.0,,2019-09-08,No,2105.0,No,BMW,81.0,7750.0,120.0,6000.0,R_nine_T_Racer,OAG-AD-17547880,0.0,17990,,Double Piston,Single disc; Floating caliper; Hydraulic; BMW Motorrad ABS,265.0,Swingarm; BMW Motorrad Paralever; central spring strut; Adjustable spring preload & rebound damping,120.0,95.0,01/08/2020,805.0,1.0,Forward,Standard,,Electric,ACT,73.0,none,Single Sided Incorporating Drive Shaft,,,103.9,https://www.bikesales.com.au/bikes/details/2017-bmw-r-nine-t-racer-my18/OAG-AD-17547880/?Cr=8,4.0,0,220.0,Black; 5-spoke; Cast aluminium,1491.0,,2017,Dealer
Standard,,101.0,,EFI - Electronic intake pipe injection,Engine,Dry; Single plate; Hydraulic,black,12.0,Air & Oil,GERMANY,2.0,Shaft,,Flat Twin/Boxer,1170.0,Piston,12.0,,2019-08-25,,Four Piston,Twin disc; Brembo calipers; Hydraulic; BMW Motorrad ABS,320.0,43mm Telescopic fork,125.0,17.0,Left foot lever,6.0,Manual,,1105.0,,111.0,,2019-09-08,No,2105.0,No,BMW,81.0,7750.0,120.0,6000.0,R_nine_T_Racer,OAG-AD-17541789,0.0,19990,,Double Piston,Single disc; Floating BMW caliper; Hydraulic (ABS),265.0,Swingarm; BMW Motorrad Paralever; central spring strut; Adjustable spring preload & rebound damping,120.0,95.0,01/12/2019,805.0,1.0,Forward,Standard,,Electric,WA,73.0,none,Single Sided Incorporating Drive Shaft,,,103.9,https://www.bikesales.com.au/bikes/details/2017-bmw-r-nine-t-racer/OAG-AD-17541789/?Cr=10,4.0,0,220.0,Black; 5-spoke; Cast aluminium (Laced-Spoke option $580),1491.0,,2017,Dealer
Standard,,101.0,,EFI - Electronic intake pipe injection,Engine,Dry; Single plate; Hydraulic,none,12.0,Air & Oil,GERMANY,2.0,Shaft,,Flat Twin/Boxer,1170.0,Piston,12.0,,2019-08-25,,Four Piston,Twin disc; Brembo calipers; Hydraulic; BMW Motorrad ABS,320.0,43mm Telescopic fork,125.0,17.0,Left foot lever,6.0,Manual,,1105.0,,111.0,,2019-08-30,No,2105.0,No,BMW,81.0,7750.0,120.0,6000.0,R_nine_T_Racer,OAG-AD-17546544,0.0,19990,,Double Piston,Single disc; Floating BMW caliper; Hydraulic (ABS),265.0,Swingarm; BMW Motorrad Paralever; central spring strut; Adjustable spring preload & rebound damping,120.0,95.0,01/01/1970,805.0,1.0,Forward,Standard,,Electric,NSW,73.0,none,Single Sided Incorporating Drive Shaft,,,103.9,https://www.bikesales.com.au/bikes/details/2017-bmw-r-nine-t-racer/OAG-AD-17546544/?Cr=11,4.0,0,220.0,Black; 5-spoke; Cast aluminium (Laced-Spoke option $580),1491.0,,2017,Dealer
Optional,,80.0,DOHC (Double Over Head Cam),EFI - Electronic Fuel Injection,Engine,Multi-disc; Mechanical/cable operation,green,13.0,Liquid,GERMANY,4.0,Chain,183.0,Inline,1000.0,Piston,12.0,4 into 1,2019-08-25,Cast aluminium,Four Piston,Twin disc; Hydraulic,320.0,46mm Ohlins Upside down fork; Fully adjustable,120.0,17.5,Left foot lever,6.0,Manual,,1138.0,Digital Electronic,23717.0,2019-08-25,2019-09-07,No,2056.0,No,BMW,142.0,13000.0,120.0,10000.0,S_1000_RR,SSE-AD-5671090,3821.0,10000,66.1,Single Piston,Single disc; Hydraulic,220.0,Swingarm; Single shock absorber; Adjustable,130.0,95.0,01/01/1970,826.0,2.0,Forward,Standard,,Electric,VIC,49.7,Crossover,Dual Sided,,Standard,95.9,https://www.bikesales.com.au/bikes/details/2010-bmw-s-1000-rr/SSE-AD-5671090/?Cr=3,4.0,24,206.5,Multi-spoke; Cast aluminium,1432.0,826.0,2010,Private
Standard,,80.0,DOHC (Double Over Head Cam),EFI - Electronic Fuel Injection; Variable intake pipe,Engine,Multi-disc; Oil Bath; Anti-Hopping; Mechanical/cable operation,none,13.0,Liquid,GERMANY,4.0,Chain,,Inline,1000.0,Piston,12.0,4 into 1,2019-08-25,Aluminium composite,Four Piston,Twin floating rotors/discs; Fixed calipers; Hydraulic; BMW Motorrad ABS Pro; Part integral; Selectable,320.0,"46mm Upside down fork, Adjustable compression & rebound",120.0,17.5,Left foot lever,6.0,Manual,,1140.0,Digital,10321.0,,2019-09-08,No,2050.0,Part-Integral,BMW,146.0,13500.0,120.0,11000.0,S_1000_RR_Sport,OAG-AD-17550184,0.0,19990,,Single Piston,"Single disc, Floating caliper, Hydraulic; Part Integral ABS Pro (disengageable)",265.0,Swingarm; Adjustable compression & rebound damping,120.0,95.0,01/02/2020,815.0,2.0,Forward,Standard,Standard,Electric,VIC,49.7,none,,,Standard,,https://www.bikesales.com.au/bikes/details/2017-bmw-s-1000-rr-sport-my18/OAG-AD-17550184/?Cr=2,4.0,24,208.0,Multi-spoke; Cast aluminium,1438.0,,2017,Dealer
